cars_name,cars_brand,model_year,kms,gasoliene_type,price
Maruti S Presso,Maruti,2020,74088,Petrol,450000
Honda City,Honda,2017,60894,Petrol,850000
Maruti S Presso,Maruti,2022,17888,Petrol,563000
Toyota Yaris,Toyota,2021,23614,Petrol,1024000
Honda City,Honda,2021,10949,Petrol,1287000
Toyota Glanza,Toyota,2021,14441,Petrol,876000
Toyota Yaris,Toyota,2018,34644,Petrol,972000
Toyota Yaris,Toyota,2021,33206,Petrol,1082000
Maruti Dzire,Maruti,2020,40394,Petrol,768000
Kia Sonet,Kia,2020,27871,Petrol,1357000
Ford Freestyle,Ford,2021,23910,Diesel,896000
Toyota Yaris,Toyota,2021,26282,Petrol,1052000
Maruti Alto K10,Maruti,2017,28134,Petrol,383000
Maruti Alto K10,Maruti,2017,21004,Petrol,416000
Maruti S Presso,Maruti,2020,24006,Petrol,475000
Maruti Baleno,Maruti,2021,8810,Petrol,939000
Maruti Alto K10,Maruti,2018,32278,Petrol,413000
Hyundai Grand I10,Hyundai,2017,16634,Petrol,589000
Hyundai Eon,Hyundai,2016,74129,Petrol,318000
Maruti Vitara Brezza,Maruti,2020,21115,Petrol,1054000
Maruti Vitara Brezza,Maruti,2018,72152,Diesel,1071000
Hyundai Grand I10,Hyundai,2015,45387,Petrol,510000
Maruti Baleno,Maruti,2021,2735,Petrol,962000
Maruti Alto K10,Maruti,2012,57050,Petrol,265000
Renault Kwid,Renault,2016,26681,Petrol,422000
Renault Kwid,Renault,2016,57606,Petrol,331000
Maruti Swift,Maruti,2018,15674,Petrol,653000
Maruti Baleno,Maruti,2016,56968,Petrol,587000
Ford Freestyle,Ford,2019,39486,Petrol,597000
Volkswagen Polo,Volkswagen,2019,34796,Petrol,567000
Hyundai Venue,Hyundai,2021,44749,Petrol,787000
Hyundai Elite I20,Hyundai,2016,62760,Petrol,592000
Volkswagen Polo,Volkswagen,2012,78351,Petrol,388000
Honda Jazz,Honda,2011,47287,Petrol,348000
Honda Wr-V,Honda,2018,50148,Diesel,794000
Renault Kiger,Renault,2021,20044,Petrol,682000
Maruti Eeco,Maruti,2019,77292,Petrol,457000
Hyundai I20,Hyundai,2012,64958,Diesel,366000
Skoda Rapid,Skoda,2013,99137,Diesel,378000
Hyundai Elite I20,Hyundai,2019,32061,Petrol,758000
Kia Seltos,Kia,2019,40300,Diesel,1248000
Hyundai Creta,Hyundai,2016,81647,Petrol,839000
Volkswagen Polo,Volkswagen,2011,89822,Petrol,348000
Hyundai Verna,Hyundai,2011,95106,Diesel,436000
Volkswagen Vento,Volkswagen,2013,89181,Diesel,490000
Maruti Swift,Maruti,2014,12967,Petrol,515000
Hyundai Verna,Hyundai,2018,17905,Petrol,878000
Honda City,Honda,2015,60898,Petrol,565000
Volkswagen Polo,Volkswagen,2010,62276,Petrol,352000
Volkswagen Polo,Volkswagen,2018,50455,Petrol,885000
Hyundai I10,Hyundai,2014,71609,Petrol,339000
Mahindra Thar,Mahindra,2021,13277,Petrol,1550000
Hyundai I10,Hyundai,2013,98196,Petrol,284000
Volkswagen Polo,Volkswagen,2010,91696,Petrol,343000
Hyundai I20,Hyundai,2012,74363,Petrol,356000
Hyundai Creta,Hyundai,2015,53811,Petrol,768000
Maruti Swift,Maruti,2010,97699,Petrol,319000
Honda City,Honda,2014,59583,Petrol,541000
Maruti Vitara Brezza,Maruti,2018,82676,Diesel,828000
Maruti Ertiga,Maruti,2016,72842,Diesel,857000
Maruti Dzire,Maruti,2018,30303,Petrol,592000
Hyundai Elite I20,Hyundai,2016,71457,Petrol,604000
Tata Nexon,Tata,2019,70862,Diesel,790000
Maruti Ritz,Maruti,2011,61784,Diesel,362000
Maruti Ertiga,Maruti,2016,55857,Petrol,777000
Maruti Swift,Maruti,2011,25029,Petrol,425000
Hyundai I10,Hyundai,2010,95490,Petrol,260000
Maruti Swift,Maruti,2010,62554,Petrol,328000
Maruti Ertiga,Maruti,2015,87119,Diesel,686000
Hyundai Elite I20,Hyundai,2016,44649,Diesel,686000
Maruti Swift,Maruti,2015,33509,Petrol,507000
Maruti Swift,Maruti,2012,58936,Petrol,397000
Maruti Swift,Maruti,2014,67932,Diesel,482000
Renault Kwid,Renault,2017,67135,Petrol,380000
Hyundai I20,Hyundai,2014,42286,Diesel,530000
Hyundai I10,Hyundai,2015,67271,Petrol,374000
Maruti Swift,Maruti,2014,74168,Diesel,489000
Volkswagen Ameo,Volkswagen,2016,55350,Petrol,555000
Tata Altroz,Tata,2020,70764,Petrol,717000
Hyundai Verna,Hyundai,2017,84183,Petrol,679000
Maruti Swift Dzire,Maruti,2015,83888,Diesel,593000
Hyundai Creta,Hyundai,2018,54878,Petrol,876000
Hyundai I20,Hyundai,2012,46841,Petrol,457000
Hyundai Verna,Hyundai,2015,94033,Diesel,639000
Maruti Ertiga,Maruti,2013,105946,Petrol,571000
Hyundai I10,Hyundai,2011,89942,Petrol,275000
Mahindra Scorpio,Mahindra,2014,70752,Diesel,945000
Maruti Alto 800,Maruti,2018,92856,Petrol,282000
Maruti Swift,Maruti,2011,89179,Diesel,402000
Hyundai I20,Hyundai,2014,84953,Petrol,411000
Maruti Swift,Maruti,2018,60278,Diesel,749000
Maruti Swift,Maruti,2018,30360,Petrol,638000
Tata Tiago,Tata,2017,65312,Petrol,462000
Hyundai Eon,Hyundai,2014,68799,Petrol,277000
Hyundai I20 Active,Hyundai,2016,54842,Petrol,625000
Maruti Ritz,Maruti,2014,53963,Petrol,398000
Hyundai New I20,Hyundai,2020,29172,Petrol,866000
Maruti Ertiga,Maruti,2012,100065,Diesel,626000
Maruti Celerio,Maruti,2015,39716,Petrol,439000
Hyundai Verna,Hyundai,2013,81298,Diesel,557000
Mahindra Xuv500,Mahindra,2015,86946,Diesel,1103000
Maruti Baleno,Maruti,2016,50310,Diesel,677000
Honda Wr-V,Honda,2018,23491,Petrol,747000
Hyundai Grand I10 Nios,Hyundai,2020,9417,Petrol,631000
Ford Ecosport,Ford,2019,41273,Diesel,972000
Tata Tiago,Tata,2018,32645,Petrol,571000
Mahindra Xuv500,Mahindra,2017,92420,Diesel,1259000
Honda Amaze,Honda,2014,55051,Petrol,448000
Hyundai Elite I20,Hyundai,2016,69567,Petrol,551000
Mahindra Scorpio,Mahindra,2019,53699,Diesel,1237000
Maruti Swift,Maruti,2015,40089,Petrol,546000
Hyundai I20 Active,Hyundai,2017,51733,Petrol,633000
Hyundai Elite I20,Hyundai,2018,15974,Petrol,756000
Maruti Wagon R 1.0,Maruti,2016,59381,Petrol,385000
Mahindra Xuv500,Mahindra,2018,70417,Diesel,1307000
Maruti Swift Dzire,Maruti,2012,93338,Diesel,496000
Mahindra Xuv500,Mahindra,2018,60343,Diesel,1529000
Maruti Swift Dzire,Maruti,2012,32603,Petrol,469000
Maruti Swift,Maruti,2017,22869,Petrol,610000
Maruti Swift Dzire,Maruti,2012,63444,Diesel,567000
Renault Kwid,Renault,2018,6653,Petrol,483000
Tata Tiago,Tata,2021,7794,Petrol,641000
Tata Tiago,Tata,2018,75128,Petrol,459000
Maruti Baleno,Maruti,2017,66200,Petrol,687000
Kia Seltos,Kia,2020,12499,Petrol,1556000
Maruti Vitara Brezza,Maruti,2019,27515,Diesel,996000
Mahindra Xuv500,Mahindra,2017,21818,Diesel,1272000
Ford Ecosport,Ford,2014,83387,Diesel,662000
Maruti Ertiga,Maruti,2012,67770,Diesel,645000
Maruti Wagon R 1.0,Maruti,2018,62196,Petrol,446000
Hyundai Santro Xing,Hyundai,2012,63800,Petrol,283000
Honda City,Honda,2014,96314,Diesel,567000
Maruti Swift,Maruti,2018,54001,Petrol,656000
Mahindra Xuv500,Mahindra,2015,44485,Diesel,1088000
Hyundai New Elantra,Hyundai,2017,54736,Petrol,1140000
Maruti Alto 800,Maruti,2016,50998,Petrol,303000
Maruti Swift Dzire,Maruti,2016,56590,Diesel,620000
Kia Seltos,Kia,2022,15756,Diesel,1778000
Maruti Vitara Brezza,Maruti,2018,65133,Diesel,959000
Tata Altroz,Tata,2021,16127,Diesel,936000
Maruti Alto K10,Maruti,2014,47478,Petrol,345000
Honda City,Honda,2021,39858,Petrol,1469000
Tata Nexon,Tata,2018,73399,Diesel,990000
Hyundai Eon,Hyundai,2012,49985,Petrol,283000
Hyundai Eon,Hyundai,2014,46757,Petrol,318000
Tata Altroz,Tata,2021,12016,Petrol,845000
Mahindra Xuv 3Oo,Mahindra,2019,27584,Diesel,1194000
Renault Triber,Renault,2020,46083,Petrol,614000
Renault Pulse,Renault,2013,73835,Diesel,345000
Nissan Terrano,Nissan,2014,53034,Diesel,597000
Maruti Swift,Maruti,2012,70423,Petrol,395000
Hyundai Verna,Hyundai,2020,8568,Petrol,1276000
Kia Sonet,Kia,2022,586,Petrol,1003000
Tata Tiago,Tata,2019,27057,Petrol,415000
Hyundai Grand I10,Hyundai,2016,28275,Petrol,400000
Hyundai Elite I20,Hyundai,2015,52863,Petrol,495000
Renault Kwid,Renault,2017,42202,Petrol,292000
Maruti Alto 800,Maruti,2017,53679,CNG,286000
Hyundai Elite I20,Hyundai,2015,72227,Petrol,480000
Maruti Celerio,Maruti,2021,16865,CNG,561000
Mahindra Scorpio,Mahindra,2020,84500,Diesel,1420000
Hyundai Venue,Hyundai,2020,40734,Diesel,820000
Honda City,Honda,2015,79875,Petrol,634000
Maruti Swift,Maruti,2021,9990,Petrol,676000
Tata Tiago,Tata,2021,8204,Petrol,622000
Hyundai I10,Hyundai,2012,51610,Petrol,268000
Maruti Ertiga,Maruti,2012,69551,CNG,459000
Tata Nexon,Tata,2020,46764,Petrol,840000
Maruti Alto K10,Maruti,2018,50002,Petrol,310000
Hyundai New Elantra,Hyundai,2016,39077,Petrol,1080000
Hyundai I10,Hyundai,2015,16726,Petrol,342000
Maruti Baleno,Maruti,2020,58904,CNG,625000
Maruti Ciaz,Maruti,2021,20730,Petrol,868000
Hyundai Verna,Hyundai,2018,52858,Petrol,830000
Hyundai Verna,Hyundai,2021,19170,Petrol,1167000
Maruti Swift,Maruti,2019,72498,Petrol,550000
Hyundai Grand I10,Hyundai,2014,36938,Petrol,347000
Maruti Alto K10,Maruti,2012,42498,Petrol,199000
Tata Altroz,Tata,2022,33252,Petrol,661000
Ford Ecosport,Ford,2014,74339,Petrol,413000
Maruti S Presso,Maruti,2020,21336,Petrol,423000
Maruti Wagon R 1.0,Maruti,2018,14532,Petrol,406000
Tata Tiago,Tata,2017,90825,Petrol,405000
Maruti Swift,Maruti,2012,96958,Petrol,266000
Hyundai I20,Hyundai,2014,87655,Petrol,376000
Mahindra Thar,Mahindra,2019,32009,Diesel,851000
Ford Ecosport,Ford,2018,49437,Diesel,673000
Hyundai I10,Hyundai,2013,21199,Petrol,302000
Maruti Alto 800,Maruti,2018,20932,Petrol,323000
Nissan Magnite,Nissan,2022,3008,Petrol,842000
Kia Seltos,Kia,2020,84335,Diesel,1224000
Hyundai Venue,Hyundai,2022,6246,Petrol,927000
Maruti Baleno,Maruti,2019,31298,Petrol,677000
Maruti Celerio,Maruti,2019,29287,CNG,504000
Hyundai Venue,Hyundai,2022,12415,Petrol,1262000
Maruti Swift,Maruti,2021,26407,Petrol,676000
Hyundai I20,Hyundai,2010,64580,Petrol,185000
Kia Seltos,Kia,2020,18651,Petrol,1633000
Maruti Dzire,Maruti,2019,84316,Petrol,549000
Hyundai Elite I20,Hyundai,2015,52578,Petrol,463000
Hyundai Grand I10,Hyundai,2017,59710,Petrol,442000
Honda City,Honda,2016,56514,Petrol,672000
Hyundai Creta,Hyundai,2018,68036,Petrol,1116000
Maruti Celerio,Maruti,2018,88287,CNG,462000
Hyundai Verna,Hyundai,2013,42671,Petrol,502000
Maruti Baleno,Maruti,2019,21202,Petrol,689000
Hyundai New Santro,Hyundai,2018,66932,CNG,451000
Hyundai Xcent,Hyundai,2014,94887,Petrol,339000
Hyundai Verna,Hyundai,2018,38660,Petrol,966000
Honda City,Honda,2014,90953,Petrol,519000
Maruti Vitara Brezza,Maruti,2018,22248,Diesel,621000
Tata Tiago,Tata,2021,10147,Petrol,583000
Hyundai Grand I10,Hyundai,2017,22284,Petrol,552000
Honda Amaze,Honda,2019,30475,Petrol,589000
Hyundai Elite I20,Hyundai,2017,44783,CNG,559000
Hyundai Creta,Hyundai,2021,24849,Petrol,1289000
Maruti Baleno,Maruti,2018,17328,Petrol,678000
Toyota Corolla Altis,Toyota,2015,51236,Petrol,917000
Hyundai Elite I20,Hyundai,2016,17514,Petrol,620000
Renault Duster,Renault,2017,33494,Petrol,667000
Maruti Alto 800,Maruti,2019,18047,CNG,376000
Hyundai Verna,Hyundai,2013,30685,Petrol,478000
Maruti Baleno,Maruti,2021,13225,Petrol,793000
Maruti Ciaz,Maruti,2017,61456,Diesel,598000
Maruti Wagon R 1.0,Maruti,2018,26380,CNG,450000
Maruti Dzire,Maruti,2017,22766,Petrol,615000
Honda Jazz,Honda,2016,74374,Petrol,465000
Ford Freestyle,Ford,2018,75293,Petrol,513000
Honda Jazz,Honda,2016,69262,Petrol,505000
Hyundai Elite I20,Hyundai,2014,33733,Petrol,512000
Tata Tiago,Tata,2022,31250,CNG,661000
Maruti Swift,Maruti,2017,43904,Petrol,434000
Maruti Ciaz,Maruti,2015,43721,Petrol,527000
Hyundai Verna,Hyundai,2019,31184,Diesel,971000
Hyundai Grand I10,Hyundai,2015,32744,Petrol,487000
Hyundai I10,Hyundai,2011,68285,Petrol,231000
Hyundai Grand I10,Hyundai,2015,69180,Petrol,463000
Honda Brio,Honda,2013,97470,Petrol,287000
Maruti Ignis,Maruti,2022,31022,Petrol,630000
Maruti Vitara Brezza,Maruti,2021,18400,Petrol,915000
Toyota Corolla Altis,Toyota,2015,100530,Petrol,775000
Hyundai Grand I10 Nios,Hyundai,2020,18200,Petrol,812000
Skoda Rapid,Skoda,2020,10713,Petrol,1033000
Hyundai Elite I20,Hyundai,2017,13992,Petrol,587000
Honda City,Honda,2016,28166,Petrol,638000
Honda Wr-V,Honda,2019,53074,Diesel,660000
Maruti Celerio,Maruti,2017,48291,CNG,433000
Hyundai Elite I20,Hyundai,2015,50166,Petrol,498000
Hyundai Grand I10,Hyundai,2017,30183,Petrol,444000
Maruti New Wagon-R,Maruti,2021,27333,CNG,598000
Volkswagen Polo,Volkswagen,2020,27746,Petrol,721000
Maruti Swift,Maruti,2015,62617,Petrol,385000
Hyundai I10,Hyundai,2016,84644,Petrol,331000
Maruti Baleno,Maruti,2019,64605,Petrol,547000
Maruti Swift,Maruti,2018,37338,Petrol,646000
Honda City,Honda,2016,33591,Petrol,684000
Honda Amaze,Honda,2014,93416,Petrol,371000
Maruti Swift,Maruti,2012,57188,Petrol,333000
Maruti Baleno,Maruti,2020,22244,Petrol,784000
Tata Altroz,Tata,2020,32089,Petrol,623000
Hyundai Grand I10,Hyundai,2018,27213,Petrol,456000
Hyundai Grand I10,Hyundai,2018,24039,CNG,511000
Maruti Baleno,Maruti,2016,69292,Petrol,483000
Ford Ecosport,Ford,2019,45739,Petrol,756000
Maruti Swift,Maruti,2020,20810,Petrol,545000
Tata Tiago,Tata,2021,25399,Petrol,500000
Maruti Baleno,Maruti,2020,16885,Petrol,624000
Maruti Swift,Maruti,2011,74040,Petrol,197000
Hyundai Elite I20,Hyundai,2018,55117,Petrol,541000
Honda Amaze,Honda,2020,47657,Petrol,623000
Maruti Vitara Brezza,Maruti,2017,93090,Diesel,614000
Renault Duster,Renault,2016,71498,Diesel,569000
Maruti Celerio,Maruti,2021,9647,Petrol,506000
Maruti Baleno,Maruti,2016,77422,Petrol,454000
Hyundai Creta,Hyundai,2019,20269,Petrol,1270000
Hyundai Verna,Hyundai,2017,95153,Petrol,838000
Ford Ecosport,Ford,2018,37750,Diesel,653000
Toyota Yaris,Toyota,2021,8584,Petrol,971000
Skoda Rapid,Skoda,2018,32244,Diesel,783000
Hyundai Aura,Hyundai,2020,31093,Petrol,692000
Hyundai Elite I20,Hyundai,2020,13485,Petrol,707000
Maruti S Presso,Maruti,2022,12923,CNG,582000
Maruti Baleno,Maruti,2020,8197,Petrol,622000
Renault Kwid,Renault,2019,32594,Petrol,398000
Hyundai Elite I20,Hyundai,2017,62148,Petrol,505000
Maruti Celerio,Maruti,2017,13779,Petrol,468000
Honda Jazz,Honda,2017,25163,Petrol,641000
Maruti Baleno,Maruti,2018,15569,Petrol,573000
Honda City,Honda,2018,35332,Petrol,854000
Mahindra Thar,Mahindra,2021,12949,Petrol,1471000
Skoda Rapid,Skoda,2020,30648,Petrol,934000
Honda Brio,Honda,2015,30851,Petrol,448000
Maruti Dzire,Maruti,2019,44546,Petrol,658000
Renault Kiger,Renault,2021,33025,Petrol,763000
Honda Brio,Honda,2013,50574,Petrol,285000
Maruti Swift,Maruti,2014,75848,Diesel,386000
Maruti Baleno,Maruti,2020,26354,CNG,722000
Hyundai Grand I10,Hyundai,2017,42133,Petrol,517000
Honda Wr-V,Honda,2017,87581,Petrol,664000
Maruti Celerio,Maruti,2017,62774,Petrol,414000
Maruti Swift Dzire,Maruti,2011,85083,Petrol,245000
Maruti Ciaz,Maruti,2021,16153,Petrol,958000
Hyundai Grand I10,Hyundai,2015,37967,Petrol,422000
Maruti Celerio,Maruti,2015,48264,Petrol,377000
Honda City,Honda,2011,86432,Petrol,316000
Maruti Swift,Maruti,2019,12582,Petrol,537000
Maruti Vitara Brezza,Maruti,2018,64938,Diesel,758000
Maruti Ciaz,Maruti,2015,59890,Petrol,494000
Maruti Baleno,Maruti,2020,32492,Petrol,670000
Volkswagen Ameo,Volkswagen,2019,59657,Diesel,745000
Maruti Swift,Maruti,2019,47964,Petrol,618000
Maruti Baleno,Maruti,2021,44141,Petrol,643000
Honda City,Honda,2011,76200,Petrol,326000
Maruti Baleno,Maruti,2020,18446,Petrol,570000
Maruti Celerio,Maruti,2019,6452,Petrol,459000
Honda Amaze,Honda,2017,97313,Petrol,435000
Hyundai Elite I20,Hyundai,2015,59987,Petrol,567000
Maruti Vitara Brezza,Maruti,2018,41271,Diesel,840000
Renault Triber,Renault,2020,8756,Petrol,708000
Hyundai Venue,Hyundai,2021,23036,Petrol,992000
Hyundai Grand I10 Nios,Hyundai,2021,18431,CNG,721000
Hyundai Elite I20,Hyundai,2014,84625,Petrol,418000
Hyundai Creta,Hyundai,2016,65531,Petrol,801000
Hyundai Elite I20,Hyundai,2015,61194,Petrol,508000
Volkswagen Tiguan,Volkswagen,2018,68377,Diesel,1915000
Maruti New Wagon-R,Maruti,2019,101144,CNG,498000
Maruti Vitara Brezza,Maruti,2018,69862,Diesel,692000
Maruti New Wagon-R,Maruti,2019,53118,CNG,504000
Maruti Dzire,Maruti,2017,12324,Petrol,587000
Hyundai I20,Hyundai,2014,59025,Petrol,427000
Maruti Dzire,Maruti,2018,82887,Diesel,620000
Honda City,Honda,2020,32005,Petrol,1127000
Toyota Yaris,Toyota,2020,72618,Petrol,794000
Toyota Corolla Altis,Toyota,2016,88365,Petrol,900000
Hyundai Grand I10,Hyundai,2017,17815,Petrol,474000
Hyundai Creta,Hyundai,2018,31003,Petrol,943000
Honda City,Honda,2017,39861,Petrol,734000
Maruti Swift,Maruti,2019,70182,Petrol,525000
Maruti Dzire,Maruti,2019,27022,Petrol,630000
Honda City,Honda,2017,58989,Petrol,1001000
Hyundai Creta,Hyundai,2016,54945,Petrol,779000
Honda Amaze,Honda,2018,59141,Petrol,576000
Hyundai Venue,Hyundai,2020,18194,Petrol,1102000
Maruti Baleno,Maruti,2019,51369,Petrol,688000
Maruti Swift Dzire,Maruti,2010,78054,Petrol,225000
Hyundai Elite I20,Hyundai,2019,78183,Petrol,677000
Maruti Baleno,Maruti,2019,24713,Petrol,724000
Maruti Vitara Brezza,Maruti,2019,81027,Diesel,717000
Maruti Vitara Brezza,Maruti,2019,74766,Diesel,903000
Datsun Go Plus,Datsun,2019,14128,Petrol,508000
Hyundai Grand I10 Nios,Hyundai,2022,17428,CNG,772000
Maruti Vitara Brezza,Maruti,2019,51765,Diesel,774000
Hyundai Verna,Hyundai,2018,79110,Diesel,990000
Toyota Yaris,Toyota,2020,41032,Petrol,912000
Hyundai Elite I20,Hyundai,2018,40826,Petrol,579000
Maruti Dzire,Maruti,2019,31908,Petrol,679000
Toyota Corolla Altis,Toyota,2017,75836,Petrol,1130000
Maruti Baleno,Maruti,2016,25628,Petrol,557000
Maruti Vitara Brezza,Maruti,2021,7068,Petrol,925000
Hyundai I20,Hyundai,2011,71274,Petrol,230000
Hyundai Verna,Hyundai,2018,95612,Petrol,965000
Maruti Baleno,Maruti,2020,10393,Petrol,781000
Maruti Vitara Brezza,Maruti,2021,18939,Petrol,891000
Maruti Dzire,Maruti,2018,17623,Petrol,606000
Maruti Baleno,Maruti,2019,34496,Petrol,633000
Tata Nexon,Tata,2019,38643,Petrol,775000
Renault Kwid,Renault,2019,9323,Petrol,344700
Honda Amaze,Honda,2015,78148,Petrol,486000
Hyundai Elite I20,Hyundai,2016,40108,Petrol,599000
Honda Amaze,Honda,2019,17143,Petrol,824000
Honda City,Honda,2015,70190,Petrol,653000
Honda City,Honda,2012,27520,Petrol,410000
Maruti Baleno,Maruti,2016,28131,Petrol,517000
Maruti Vitara Brezza,Maruti,2019,17637,Diesel,951000
Maruti Alto 800,Maruti,2013,43202,Petrol,220000
Maruti Wagon R 1.0,Maruti,2010,32075,Petrol,184000
Hyundai I10,Hyundai,2011,71054,Petrol,263000
Hyundai Verna,Hyundai,2017,37939,Petrol,1067000
Maruti Baleno,Maruti,2020,35053,Petrol,704000
Ford Ecosport,Ford,2018,45730,Diesel,743000
Maruti Swift,Maruti,2016,80664,Petrol,405000
Honda Amaze,Honda,2018,52212,Petrol,611000
Hyundai Venue,Hyundai,2019,40600,Petrol,974000
Maruti Ritz,Maruti,2010,81744,Petrol,183000
Honda City,Honda,2010,122143,Petrol,243000
Hyundai Grand I10 Nios,Hyundai,2021,50380,CNG,677000
Maruti Vitara Brezza,Maruti,2018,34843,Diesel,895000
Maruti Ciaz,Maruti,2020,18699,Petrol,923000
Maruti Ciaz,Maruti,2018,59456,Petrol,897000
Mahindra Xuv 3Oo,Mahindra,2021,5488,Petrol,1055000
Maruti Baleno,Maruti,2020,54205,Petrol,718000
Hyundai Creta,Hyundai,2018,60316,Diesel,1166000
Maruti Celerio,Maruti,2018,81406,CNG,473000
Hyundai Verna,Hyundai,2017,56634,Petrol,855000
Maruti Swift Dzire,Maruti,2011,88522,Petrol,204000
Renault Kwid,Renault,2022,15801,Petrol,581000
Hyundai New I20,Hyundai,2022,13722,Diesel,968000
Maruti Celerio,Maruti,2019,70823,CNG,480000
Maruti Swift Dzire,Maruti,2013,48669,Petrol,369000
Hyundai Venue,Hyundai,2019,57123,Diesel,962000
Maruti Vitara Brezza,Maruti,2018,50481,Diesel,843000
Hyundai Grand I10,Hyundai,2019,32033,Petrol,648000
Maruti Baleno,Maruti,2021,19875,Petrol,702000
Maruti Baleno,Maruti,2018,24674,Petrol,567000
Maruti Dzire,Maruti,2019,24495,Petrol,648000
Tata Nexon,Tata,2021,10422,Diesel,1171000
Maruti Baleno,Maruti,2017,74148,Petrol,546000
Maruti Baleno,Maruti,2018,53683,CNG,566000
Maruti Vitara Brezza,Maruti,2016,91429,Diesel,718000
Renault Triber,Renault,2022,4196,Petrol,867000
Maruti Baleno,Maruti,2021,19503,Petrol,810000
Hyundai Grand I10,Hyundai,2018,23874,Petrol,553000
Hyundai Grand I10,Hyundai,2017,57438,Petrol,524000
Maruti Swift,Maruti,2015,33431,Petrol,406000
Volkswagen Tiguan,Volkswagen,2018,75468,Diesel,1797000
Maruti Vitara Brezza,Maruti,2021,29589,Petrol,903000
Maruti Vitara Brezza,Maruti,2019,40155,Diesel,917000
Renault Triber,Renault,2022,11325,Petrol,747000
Hyundai New Santro,Hyundai,2021,53039,CNG,554000
Maruti Vitara Brezza,Maruti,2019,29480,Diesel,781000
Ford Ecosport,Ford,2016,59612,Petrol,590000
Hyundai I10,Hyundai,2012,50514,Petrol,252000
Maruti Baleno,Maruti,2017,39961,Petrol,545000
Maruti Swift,Maruti,2014,67573,Petrol,378000
Tata Nexon,Tata,2019,21958,Petrol,823000
Renault Kiger,Renault,2021,12944,Petrol,1030000
Maruti Dzire,Maruti,2018,91516,Diesel,642000
Renault Kiger,Renault,2021,9759,Petrol,961000
Honda Wr-V,Honda,2019,71998,CNG,830000
Honda Amaze,Honda,2014,46641,Petrol,395000
Maruti Swift,Maruti,2012,24119,Petrol,332000
Maruti Swift,Maruti,2015,12346,Petrol,464000
Maruti Baleno,Maruti,2016,50935,Petrol,495000
Volkswagen Tiguan,Volkswagen,2018,88907,Diesel,1988000
Hyundai New Santro,Hyundai,2021,39295,CNG,622000
Maruti Swift,Maruti,2018,55483,Petrol,538000
Maruti Swift Dzire,Maruti,2014,62145,Petrol,466000
Maruti Vitara Brezza,Maruti,2018,57643,Diesel,798000
Maruti Baleno,Maruti,2017,43381,Petrol,549000
Honda City,Honda,2013,96271,Petrol,429000
Renault Triber,Renault,2021,18132,Petrol,714000
Honda City,Honda,2017,48897,Petrol,1027000
Renault Duster,Renault,2019,47944,Petrol,847000
Maruti Alto 800,Maruti,2016,29431,Petrol,282000
Hyundai Elite I20,Hyundai,2017,78614,CNG,559000
Renault Triber,Renault,2022,6844,Petrol,817000
Ford Ecosport,Ford,2018,34393,CNG,917000
Hyundai Grand I10,Hyundai,2017,41579,Petrol,484000
Maruti Baleno,Maruti,2017,29157,Petrol,541000
Maruti Dzire,Maruti,2021,20250,Petrol,765000
Maruti Swift Dzire,Maruti,2010,83887,Petrol,231000
Honda City,Honda,2019,63551,Petrol,989000
Hyundai Elite I20,Hyundai,2016,66877,Petrol,595000
Maruti Ciaz,Maruti,2018,54477,Petrol,848000
Hyundai Grand I10,Hyundai,2017,19924,Petrol,532000
Renault Kiger,Renault,2022,7556,Petrol,839000
Honda City,Honda,2017,38938,Petrol,855000
Maruti Dzire,Maruti,2019,20981,Petrol,681000
Maruti Baleno,Maruti,2017,57559,Petrol,533000
Hyundai Grand I10,Hyundai,2015,30105,Petrol,533000
Hyundai Grand I10,Hyundai,2016,14929,Petrol,516000
Hyundai Elite I20,Hyundai,2016,56614,Petrol,577000
Honda City,Honda,2018,55313,Petrol,968000
Renault Kwid,Renault,2021,21784,Petrol,392000
Maruti Swift,Maruti,2018,79319,Petrol,562000
Hyundai Creta,Hyundai,2019,80459,Diesel,1198000
Maruti Swift,Maruti,2021,11210,Petrol,687000
Renault Kiger,Renault,2021,15991,Petrol,851000
Maruti Vitara Brezza,Maruti,2018,48600,Diesel,853000
Ford Ecosport,Ford,2019,31548,Diesel,838000
Maruti Vitara Brezza,Maruti,2019,53096,Diesel,919000
Maruti Baleno,Maruti,2019,31867,Petrol,737000
Maruti Alto,Maruti,2021,27451,CNG,447000
Maruti Baleno,Maruti,2017,20275,Petrol,530000
Hyundai Creta,Hyundai,2016,62663,Petrol,785000
Hyundai Creta,Hyundai,2018,61764,Diesel,945000
Maruti Baleno,Maruti,2017,41947,Petrol,589000
Maruti Swift Dzire,Maruti,2013,80194,Petrol,332000
Maruti Baleno,Maruti,2019,47834,Petrol,611000
Ford Ecosport,Ford,2018,54831,Diesel,710000
Hyundai Grand I10 Nios,Hyundai,2021,34714,CNG,749000
Renault Kiger,Renault,2021,9698,Petrol,1041000
Honda Amaze,Honda,2019,69222,Diesel,726000
Tata Nexon,Tata,2019,70632,Petrol,933000
Maruti Swift,Maruti,2019,39930,Petrol,613000
Renault Kwid,Renault,2019,19797,Petrol,375000
Maruti S Presso,Maruti,2020,29963,Petrol,447000
Hyundai New Santro,Hyundai,2019,80968,CNG,540000
Maruti Baleno,Maruti,2020,23849,Petrol,761000
Honda Amaze,Honda,2014,55379,Petrol,407000
